,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
1558,51,13,Virginia,Arlington County,2018,236025,118296,117729,90381,87185,11188,11507,824,708,11676,14013,145,161,4082,4155,94135,90978,12451,12860,1768,1700,14163,16480,368,386,99222,99842,73698,71435,10425,10844,210,200,11449,13824,83,107,3357,3432,76798,74582,11389,11899,807,851,13667,16027,255,277,19074,17887,16683,15750,763,663,614,508,227,189,62,54,725,723,17337,16396,1062,961,961,849,496,453,113,109
1577,51,13,Virginia,Arlington County,2019,236842,118687,118155,90466,87173,11263,11659,822,707,11767,14178,151,160,4218,4278,94344,91105,12568,13043,1763,1704,14366,16721,382,394,99702,100189,73903,71402,10492,11000,217,199,11553,13983,87,104,3450,3501,77073,74625,11496,12079,803,833,13859,16222,263,275,18985,17966,16563,15771,771,659,605,508,214,195,64,56,768,777,17271,16480,1072,964,960,871,507,499,119,119
1634,51,15,Virginia,Augusta County,2010,73584,37295,36289,34666,34608,1980,937,83,84,179,218,15,10,372,432,35009,35006,2173,1167,221,255,247,292,29,18,36457,35599,33932,34004,1932,909,67,71,171,207,9,5,346,403,34251,34376,2111,1122,196,225,234,280,22,12,838,690,734,604,48,28,16,13,8,11,6,5,26,29,758,630,62,45,25,30,13,12,7,6
1653,51,15,Virginia,Augusta County,2011,73648,37285,36363,34653,34661,1959,957,86,83,191,222,17,11,379,429,35013,35053,2154,1191,230,248,261,299,26,21,36415,35668,33890,34059,1909,926,71,70,182,212,11,6,352,395,34223,34422,2086,1142,203,222,251,282,19,14,870,695,763,602,50,31,15,13,9,10,6,5,27,34,790,631,68,49,27,26,10,17,7,7
1672,51,15,Virginia,Augusta County,2012,73588,37213,36375,34568,34656,1948,946,81,81,192,225,17,11,407,456,34947,35067,2168,1210,231,244,272,307,22,19,36319,35656,33788,34028,1892,914,65,69,184,215,11,6,379,424,34143,34414,2094,1161,204,217,258,291,16,13,894,719,780,628,56,32,16,12,8,10,6,5,28,32,804,653,74,49,27,27,14,16,6,6
1691,51,15,Virginia,Augusta County,2013,73842,37296,36546,34588,34734,1975,985,92,86,198,253,14,11,429,477,34987,35182,2212,1243,238,254,276,341,25,20,36340,35771,33760,34055,1915,952,68,70,187,243,8,6,402,445,34136,34471,2136,1197,201,220,263,329,18,14,956,775,828,679,60,33,24,16,11,10,6,5,27,32,851,711,76,46,37,34,13,12,7,6
1710,51,15,Virginia,Augusta County,2014,73881,37293,36588,34555,34780,1978,960,98,80,194,258,14,11,454,499,34989,35245,2231,1244,236,235,288,363,26,26,36315,35778,33715,34071,1912,923,74,67,182,247,8,6,424,464,34120,34505,2150,1186,195,208,273,347,19,21,978,810,840,709,66,37,24,13,12,11,6,5,30,35,869,740,81,58,41,27,15,16,7,5
1729,51,15,Virginia,Augusta County,2015,74292,37622,36670,34748,34851,2093,972,96,81,199,273,14,10,472,483,35186,35296,2363,1239,250,244,289,365,24,28,36578,35810,33851,34102,2029,932,70,64,189,259,8,5,431,448,34252,34513,2271,1180,206,210,276,349,16,22,1044,860,897,749,64,40,26,17,10,14,6,5,41,35,934,783,92,59,44,34,13,16,8,6
1748,51,15,Virginia,Augusta County,2016,74834,37965,36869,34964,35021,2166,981,104,77,204,261,12,11,515,518,35443,35498,2447,1270,276,260,309,360,24,26,36900,35930,34061,34200,2113,943,73,61,194,247,8,7,451,472,34479,34635,2365,1208,212,220,293,339,17,22,1065,939,903,821,53,38,31,16,10,14,4,4,64,46,964,863,82,62,64,40,16,21,7,4
1767,51,15,Virginia,Augusta County,2017,75177,38129,37048,34985,35115,2269,1037,98,73,211,276,13,10,553,537,35488,35600,2582,1339,280,248,329,387,32,32,37030,36073,34071,34272,2207,993,71,57,200,262,9,6,472,483,34502,34714,2474,1263,211,206,309,364,25,26,1099,975,914,843,62,44,27,16,11,14,4,4,81,54,986,886,108,76,69,42,20,23,7,6
1786,51,15,Virginia,Augusta County,2018,75535,38320,37215,35027,35214,2349,1062,105,77,219,273,16,12,604,577,35585,35761,2698,1386,306,284,341,374,33,18,37109,36186,34041,34334,2273,1011,76,60,206,259,11,8,502,514,34505,34822,2563,1303,230,227,316,356,24,14,1211,1029,986,880,76,51,29,17,13,14,5,4,102,63,1080,939,135,83,76,57,25,18,9,4
1805,51,15,Virginia,Augusta County,2019,75558,38356,37202,34986,35116,2400,1118,105,86,220,270,20,12,625,600,35560,35678,2757,1456,294,289,355,378,46,29,37071,36113,33950,34200,2321,1060,80,66,209,257,12,8,499,522,34404,34689,2615,1359,210,224,326,359,31,22,1285,1089,1036,916,79,58,25,20,11,13,8,4,126,78,1156,989,142,97,84,65,29,19,15,7
1862,51,17,Virginia,Bath County,2010,4721,2380,2341,2230,2207,130,103,3,3,3,5,0,0,14,23,2244,2227,136,113,9,11,5,12,0,1,2314,2302,2178,2174,117,97,3,3,2,5,0,0,14,23,2192,2194,123,107,9,11,4,12,0,1,66,39,52,33,13,6,0,0,1,0,0,0,0,0,52,33,13,6,0,0,1,0,0,0
1881,51,17,Virginia,Bath County,2011,4655,2340,2315,2183,2186,134,91,3,5,3,5,0,0,17,28,2199,2211,141,103,11,16,5,12,1,1,2278,2277,2135,2154,121,85,3,5,2,5,0,0,17,28,2151,2179,128,97,11,16,4,12,1,1,62,38,48,32,13,6,0,0,1,0,0,0,0,0,48,32,13,6,0,0,1,0,0,0
1900,51,17,Virginia,Bath County,2012,4642,2333,2309,2156,2176,145,90,3,7,7,7,0,0,22,29,2178,2202,156,103,15,20,8,12,0,1,2288,2271,2125,2145,132,83,3,7,6,7,0,0,22,29,2147,2171,143,96,15,20,7,12,0,1,45,38,31,31,13,7,0,0,1,0,0,0,0,0,31,31,13,7,0,0,1,0,0,0
1919,51,17,Virginia,Bath County,2013,4592,2304,2288,2131,2156,140,90,4,5,7,8,0,0,22,29,2152,2185,154,108,11,13,9,12,0,1,2263,2245,2106,2119,125,84,4,5,6,8,0,0,22,29,2127,2148,139,102,11,13,8,12,0,1,41,43,25,37,15,6,0,0,1,0,0,0,0,0,25,37,15,6,0,0,1,0,0,0
1938,51,17,Virginia,Bath County,2014,4535,2290,2245,2123,2125,130,85,4,4,8,8,0,0,25,23,2147,2146,141,98,13,15,16,9,1,1,2247,2203,2093,2087,118,81,4,4,7,8,0,0,25,23,2117,2108,129,94,13,15,15,9,1,1,43,42,30,38,12,4,0,0,1,0,0,0,0,0,30,38,12,4,0,0,1,0,0,0
1957,51,17,Virginia,Bath County,2015,4460,2244,2216,2086,2097,130,83,4,5,8,7,0,0,16,24,2101,2118,136,96,12,12,11,14,0,1,2196,2168,2051,2053,118,79,4,5,7,7,0,0,16,24,2066,2074,124,92,12,12,10,14,0,1,48,48,35,44,12,4,0,0,1,0,0,0,0,0,35,44,12,4,0,0,1,0,0,0
1976,51,17,Virginia,Bath County,2016,4409,2222,2187,2068,2057,120,82,5,7,11,11,0,0,18,30,2085,2085,130,96,14,22,13,15,0,1,2174,2134,2032,2010,110,78,4,5,10,11,0,0,18,30,2049,2038,120,92,13,20,12,15,0,1,48,53,36,47,10,4,1,2,1,0,0,0,0,0,36,47,10,4,1,2,1,0,0,0
1995,51,17,Virginia,Bath County,2017,4266,2150,2116,2007,1980,111,84,4,6,9,12,0,0,19,34,2024,2011,123,105,12,15,11,19,0,2,2107,2064,1976,1935,101,79,3,4,8,12,0,0,19,34,1993,1966,113,100,11,13,10,19,0,2,43,52,31,45,10,5,1,2,1,0,0,0,0,0,31,45,10,5,1,2,1,0,0,0
2014,51,17,Virginia,Bath County,2018,4253,2137,2116,1987,1971,118,88,4,5,6,13,0,0,22,39,2008,2003,132,116,9,10,9,24,1,3,2092,2062,1954,1923,108,83,3,4,5,13,0,0,22,39,1975,1955,122,111,8,9,8,24,1,3,45,54,33,48,10,5,1,1,1,0,0,0,0,0,33,48,10,5,1,1,1,0,0,0
2033,51,17,Virginia,Bath County,2019,4147,2099,2048,1955,1898,112,89,4,5,6,14,0,0,22,42,1976,1937,125,115,14,18,6,20,0,0,2060,1996,1926,1852,104,84,3,4,5,14,0,0,22,42,1947,1891,117,110,13,17,5,20,0,0,39,52,29,46,8,5,1,1,1,0,0,0,0,0,29,46,8,5,1,1,1,0,0,0
2090,51,19,Virginia,Bedford County,2010,75035,36994,38041,33582,34385,2553,2677,99,99,336,436,7,10,417,434,33956,34780,2770,2904,236,257,436,535,24,24,36356,37453,33025,33869,2517,2648,88,87,324,429,6,9,396,411,33381,34246,2723,2860,217,232,420,524,22,22,638,588,557,516,36,29,11,12,12,7,1,1,21,23,575,534,47,44,19,25,16,11,2,2
2109,51,19,Virginia,Bedford County,2011,75554,37219,38335,33780,34592,2553,2692,104,102,332,470,7,10,443,469,34193,35020,2780,2943,260,264,431,573,19,23,36559,37705,33207,34043,2512,2661,91,89,321,460,6,9,422,443,33601,34451,2730,2895,235,241,418,558,18,20,660,630,573,549,41,31,13,13,11,10,1,1,21,26,592,569,50,48,25,23,13,15,1,3
2128,51,19,Virginia,Bedford County,2012,75750,37315,38435,33770,34661,2601,2684,114,113,343,474,8,10,479,493,34212,35101,2853,2960,265,290,462,577,23,29,36631,37753,33190,34079,2552,2651,99,93,331,463,6,9,453,458,33608,34492,2794,2909,237,251,444,559,20,26,684,682,580,582,49,33,15,20,12,11,2,1,26,35,604,609,59,51,28,39,18,18,3,3
2147,51,19,Virginia,Bedford County,2013,76177,37539,38638,33953,34838,2612,2662,117,107,351,485,11,13,495,533,34414,35327,2875,2946,270,293,468,605,35,28,36804,37928,33326,34230,2564,2624,98,90,339,474,7,11,470,499,33766,34688,2810,2891,244,260,453,585,28,25,735,710,627,608,48,38,19,17,12,11,4,2,25,34,648,639,65,55,26,33,15,20,7,3
2166,51,19,Virginia,Bedford County,2014,77034,37947,39087,34238,35157,2630,2716,120,118,405,513,9,13,545,570,34749,35672,2924,3031,280,291,539,655,30,43,37161,38341,33567,34519,2580,2677,100,99,393,502,6,11,515,533,34053,35005,2855,2975,245,258,523,638,26,32,786,746,671,638,50,39,20,19,12,11,3,2,30,37,696,667,69,56,35,33,16,17,4,11
2185,51,19,Virginia,Bedford County,2015,77629,38303,39326,34483,35326,2715,2751,123,124,418,518,7,14,557,593,34985,35867,3026,3089,290,310,557,648,27,33,37506,38563,33806,34680,2666,2706,100,102,405,506,6,12,523,557,34279,35191,2958,3023,253,271,539,631,22,30,797,763,677,646,49,45,23,22,13,12,1,2,34,36,706,676,68,66,37,39,18,17,5,3
2204,51,19,Virginia,Bedford County,2016,77993,38458,39535,34586,35483,2730,2771,122,126,424,534,8,14,588,607,35130,36040,3044,3104,295,323,571,677,29,29,37624,38735,33888,34819,2679,2722,93,100,410,520,7,12,547,562,34392,35336,2973,3033,247,275,555,653,26,26,834,800,698,664,51,49,29,26,14,14,1,2,41,45,738,704,71,71,48,48,16,24,3,3
2223,51,19,Virginia,Bedford County,2017,78378,38697,39681,34720,35597,2762,2782,132,131,439,541,8,14,636,616,35304,36160,3108,3138,329,320,598,686,29,36,37811,38836,33982,34895,2699,2725,102,106,426,527,7,12,595,571,34529,35420,3021,3050,277,269,577,669,26,34,886,845,738,702,63,57,30,25,13,14,1,2,41,45,775,740,87,88,52,51,21,17,3,2
2242,51,19,Virginia,Bedford County,2018,78882,38866,40016,34859,35853,2788,2842,141,136,420,537,7,15,651,633,35465,36440,3141,3193,341,337,585,688,25,26,37959,39117,34091,35092,2737,2789,109,112,407,523,6,13,609,588,34657,35638,3067,3120,288,287,566,665,21,23,907,899,768,761,51,53,32,24,13,14,1,2,42,45,808,802,74,73,53,50,19,23,4,3
2261,51,19,Virginia,Bedford County,2019,78997,38873,40124,34822,35928,2825,2872,137,140,430,545,8,14,651,625,35427,36512,3168,3208,332,329,599,691,34,38,37929,39198,34028,35152,2769,2818,102,115,414,530,7,12,609,571,34592,35691,3094,3125,274,279,577,666,30,31,944,926,794,776,56,54,35,25,16,15,1,2,42,54,835,821,74,83,58,50,22,25,4,7
2318,51,21,Virginia,Bland County,2010,6799,3749,3050,3511,2988,196,31,0,1,13,8,1,0,28,22,3536,3008,208,45,10,8,23,11,2,1,3722,3038,3489,2977,196,31,0,1,13,8,1,0,23,21,3510,2996,204,44,7,8,22,11,2,1,27,12,22,11,0,0,0,0,0,0,0,0,5,1,26,12,4,1,3,0,1,0,0,0
2337,51,21,Virginia,Bland County,2011,6773,3743,3030,3499,2964,199,32,0,1,14,10,1,0,30,23,3526,2986,210,41,19,11,19,15,2,0,3716,3017,3478,2952,199,32,0,1,14,10,1,0,24,22,3499,2973,207,40,13,11,19,15,2,0,27,13,21,12,0,0,0,0,0,0,0,0,6,1,27,13,3,1,6,0,0,0,0,0
2356,51,21,Virginia,Bland County,2012,6692,3713,2979,3471,2917,197,32,1,3,13,8,1,0,30,19,3499,2934,212,40,19,11,15,13,1,1,3685,2967,3449,2906,197,32,1,3,13,8,1,0,24,18,3472,2923,209,39,14,10,15,13,1,1,28,12,22,11,0,0,0,0,0,0,0,0,6,1,27,11,3,1,5,1,0,0,0,0
2375,51,21,Virginia,Bland County,2013,6673,3692,2981,3433,2906,210,37,3,6,14,9,1,0,31,23,3461,2926,228,49,15,14,16,14,4,1,3663,2969,3410,2895,210,37,3,6,14,9,1,0,25,22,3432,2914,223,49,14,13,16,14,4,1,29,12,23,11,0,0,0,0,0,0,0,0,6,1,29,12,5,0,1,1,0,0,0,0
2394,51,21,Virginia,Bland County,2014,6583,3642,2941,3386,2865,205,36,2,4,17,10,1,0,31,26,3417,2890,221,50,15,11,20,15,1,1,3613,2926,3363,2853,205,35,2,4,17,10,1,0,25,24,3388,2876,217,49,13,11,20,14,1,0,29,15,23,12,0,1,0,0,0,0,0,0,6,2,29,14,4,1,2,0,0,1,0,1
2413,51,21,Virginia,Bland County,2015,6532,3587,2945,3329,2870,204,37,5,5,17,11,1,0,31,22,3357,2892,224,47,18,12,20,16,1,0,3557,2930,3305,2858,204,36,5,5,17,11,1,0,25,20,3327,2878,220,46,16,11,20,15,1,0,30,15,24,12,0,1,0,0,0,0,0,0,6,2,30,14,4,1,2,1,0,1,0,0
2432,51,21,Virginia,Bland County,2016,6472,3552,2920,3290,2835,206,41,5,5,18,13,1,0,32,26,3316,2860,223,53,19,15,25,17,1,1,3519,2902,3263,2821,206,40,5,5,18,12,1,0,26,24,3285,2844,218,52,17,13,24,16,1,1,33,18,27,14,0,1,0,0,0,1,0,0,6,2,31,16,5,1,2,2,1,1,0,0
2451,51,21,Virginia,Bland County,2017,6354,3489,2865,3228,2775,201,41,7,5,20,15,1,0,32,29,3258,2801,217,58,22,13,24,21,2,1,3455,2850,3201,2763,201,40,7,5,19,14,1,0,26,28,3225,2788,212,56,21,13,23,20,2,1,34,15,27,12,0,1,0,0,1,1,0,0,6,1,33,13,5,2,1,0,1,1,0,0
2470,51,21,Virginia,Bland County,2018,6303,3452,2851,3195,2755,198,45,5,6,20,16,1,0,33,29,3226,2784,215,64,17,13,26,21,1,0,3415,2832,3165,2738,198,44,5,6,19,15,1,0,27,29,3191,2767,211,63,15,13,24,20,1,0,37,19,30,17,0,1,0,0,1,1,0,0,6,0,35,17,4,1,2,0,2,1,0,0
2489,51,21,Virginia,Bland County,2019,6280,3444,2836,3180,2739,204,46,5,6,19,17,1,0,35,28,3209,2764,223,66,19,14,27,20,2,0,3404,2814,3147,2720,204,44,5,6,18,16,1,0,29,28,3170,2745,220,64,17,14,25,19,2,0,40,22,33,19,0,2,0,0,1,1,0,0,6,0,39,19,3,2,2,0,2,1,0,0
2546,51,23,Virginia,Botetourt County,2010,33199,16441,16758,15616,15932,558,481,49,39,71,111,2,4,145,191,15745,16109,629,570,105,107,101,154,9,13,16260,16580,15460,15785,547,470,41,32,68,108,2,3,142,182,15587,15954,616,554,95,98,98,149,9,11,181,178,156,147,11,11,8,7,3,3,0,1,3,9,158,155,13,16,10,9,3,5,0,2
2565,51,23,Virginia,Botetourt County,2011,33005,16324,16681,15474,15829,581,494,44,35,69,124,2,4,154,195,15614,16007,652,593,106,112,104,165,8,6,16136,16474,15311,15656,570,481,36,28,66,120,2,3,151,186,15449,15826,640,578,98,101,99,158,7,4,188,207,163,173,11,13,8,7,3,4,0,1,3,9,165,181,12,15,8,11,5,7,1,2
2584,51,23,Virginia,Botetourt County,2012,33123,16398,16725,15517,15841,596,499,51,42,67,134,2,4,165,205,15669,16025,672,612,115,116,104,177,8,10,16186,16517,15342,15678,583,483,37,32,63,132,2,3,159,189,15489,15850,657,585,100,100,97,171,7,9,212,208,175,163,13,16,14,10,4,2,0,1,6,16,180,175,15,27,15,16,7,6,1,1
2603,51,23,Virginia,Botetourt County,2013,32994,16330,16664,15452,15779,585,494,47,41,73,138,3,4,170,208,15604,15965,669,597,109,124,113,184,10,13,16099,16434,15262,15596,569,476,33,29,69,136,2,3,164,194,15408,15771,648,572,93,105,109,179,9,11,231,230,190,183,16,18,14,12,4,2,1,1,6,14,196,194,21,25,16,19,4,5,1,2
2622,51,23,Virginia,Botetourt County,2014,33080,16375,16705,15448,15814,601,491,53,42,79,146,3,4,191,208,15624,16000,689,602,123,112,124,193,9,13,16129,16473,15250,15627,579,473,38,32,75,144,2,3,185,194,15421,15801,663,577,105,95,120,189,8,12,246,232,198,187,22,18,15,10,4,2,1,1,6,14,203,199,26,25,18,17,4,4,1,1
2641,51,23,Virginia,Botetourt County,2015,33380,16534,16846,15585,15939,595,489,58,45,85,147,3,4,208,222,15772,16141,701,605,141,122,130,195,7,14,16267,16595,15369,15736,572,471,43,35,81,145,2,3,200,205,15548,15923,676,576,122,107,126,191,4,12,267,251,216,203,23,18,15,10,4,2,1,1,8,17,224,218,25,29,19,15,4,4,3,2
2660,51,23,Virginia,Botetourt County,2016,33252,16473,16779,15538,15871,573,484,55,41,90,158,5,4,212,221,15733,16077,673,592,133,129,142,199,11,11,16188,16519,15302,15654,554,469,42,33,86,156,2,3,202,204,15488,15844,650,566,114,115,138,196,7,9,285,260,236,217,19,15,13,8,4,2,3,1,10,17,245,233,23,26,19,14,4,3,4,2
2679,51,23,Virginia,Botetourt County,2017,33313,16513,16800,15553,15849,593,508,56,44,88,162,5,4,218,233,15750,16061,697,632,143,126,134,213,15,9,16220,16502,15310,15597,573,490,43,35,84,160,2,3,208,217,15498,15797,671,603,126,109,129,209,12,8,293,298,243,252,20,18,13,9,4,2,3,1,10,16,252,264,26,29,17,17,5,4,3,1
2698,51,23,Virginia,Botetourt County,2018,33352,16547,16805,15590,15839,570,504,55,43,95,177,5,4,232,238,15803,16060,681,630,142,132,149,226,10,9,16246,16503,15340,15579,549,487,42,33,91,175,2,3,222,226,15543,15789,656,608,123,116,145,223,7,6,301,302,250,260,21,17,13,10,4,2,3,1,10,12,260,271,25,22,19,16,4,3,3,3
2717,51,23,Virginia,Botetourt County,2019,33419,16594,16825,15586,15870,596,497,61,44,93,169,5,4,253,241,15816,16091,718,615,153,133,158,221,12,9,16292,16541,15334,15630,577,479,47,33,89,167,2,3,243,229,15554,15842,694,590,134,118,153,216,9,7,302,284,252,240,19,18,14,11,4,2,3,1,10,12,262,249,24,25,19,15,5,5,3,2
2774,51,25,Virginia,Brunswick County,2010,17402,9137,8265,3652,3482,5352,4654,24,22,21,28,5,3,83,76,3725,3549,5401,4698,45,49,41,42,9,5,8956,8156,3516,3413,5318,4626,18,17,20,27,4,0,80,73,3587,3477,5366,4669,36,42,40,41,8,2,181,109,136,69,34,28,6,5,1,1,1,3,3,3,138,72,35,29,9,7,1,1,1,3
2793,51,25,Virginia,Brunswick County,2011,17127,8963,8164,3617,3456,5205,4567,25,21,20,31,6,5,90,84,3700,3531,5259,4617,55,52,32,44,9,6,8778,8038,3476,3375,5173,4537,18,13,19,30,5,2,87,81,3557,3447,5225,4585,47,43,31,43,7,3,185,126,141,81,32,30,7,8,1,1,1,3,3,3,143,84,34,32,8,9,1,1,2,3
2812,51,25,Virginia,Brunswick County,2012,17032,8910,8122,3599,3471,5167,4504,28,23,26,34,6,5,84,85,3674,3541,5220,4563,50,46,42,51,11,8,8728,8001,3461,3392,5137,4477,21,15,25,33,5,2,79,82,3532,3460,5187,4534,41,37,40,49,10,5,182,121,138,79,30,27,7,8,1,1,1,3,5,3,142,81,33,29,9,9,2,2,1,3
2831,51,25,Virginia,Brunswick County,2013,16984,8973,8011,3611,3479,5214,4383,29,23,27,27,5,5,87,94,3688,3560,5270,4441,54,52,43,46,12,11,8783,7885,3467,3393,5183,4357,22,15,26,26,4,2,81,92,3538,3472,5237,4415,44,42,40,44,10,8,190,126,144,86,31,26,7,8,1,1,1,3,6,2,150,88,33,26,10,10,3,2,2,3
2850,51,25,Virginia,Brunswick County,2014,16825,8965,7860,3613,3441,5193,4260,29,22,42,37,5,5,83,95,3692,3524,5242,4324,50,48,58,52,8,12,8766,7735,3461,3359,5161,4233,22,14,41,36,4,2,77,91,3534,3438,5207,4294,42,40,55,51,7,8,199,125,152,82,32,27,7,8,1,1,1,3,6,4,158,86,35,30,8,8,3,1,1,4
2869,51,25,Virginia,Brunswick County,2015,16845,8993,7852,3654,3461,5162,4233,32,21,51,42,5,5,89,90,3734,3546,5217,4286,66,44,63,58,8,9,8780,7723,3490,3376,5129,4203,25,14,50,41,4,2,82,87,3564,3458,5182,4254,53,37,62,56,6,6,213,129,164,85,33,30,7,7,1,1,1,3,7,3,170,88,35,32,13,7,1,2,2,3
2888,51,25,Virginia,Brunswick County,2016,16618,8875,7743,3618,3412,5061,4160,33,27,65,46,5,5,93,93,3699,3497,5114,4217,66,59,82,58,8,7,8663,7601,3461,3322,5029,4129,21,15,62,45,4,2,86,88,3535,3403,5080,4182,50,44,79,57,6,4,212,142,157,90,32,31,12,12,3,1,1,3,7,5,164,94,34,35,16,15,3,1,2,3
2907,51,25,Virginia,Brunswick County,2017,16570,8824,7746,3590,3439,5032,4130,31,21,76,50,5,5,90,101,3671,3531,5082,4202,61,44,91,67,9,11,8599,7593,3424,3337,4995,4100,23,13,73,49,4,2,80,92,3496,3420,5040,4164,47,33,88,66,8,8,225,153,166,102,37,30,8,8,3,1,1,3,10,9,175,111,42,38,14,11,3,1,1,3
2926,51,25,Virginia,Brunswick County,2018,16336,8730,7606,3524,3381,4988,4027,34,21,84,53,5,5,95,119,3609,3490,5049,4110,67,56,99,70,8,5,8500,7451,3360,3277,4950,3998,24,13,81,52,4,2,81,109,3434,3377,5002,4075,49,45,95,67,6,2,230,155,164,104,38,29,10,8,3,1,1,3,14,10,175,113,47,35,18,11,4,3,2,3
2945,51,25,Virginia,Brunswick County,2019,16231,8701,7530,3520,3361,4934,3956,33,24,95,56,5,5,114,128,3619,3474,5004,4038,64,58,122,78,8,14,8465,7368,3354,3253,4894,3926,23,16,92,55,4,2,98,116,3437,3356,4956,4002,49,47,116,74,7,9,236,162,166,108,40,30,10,8,3,1,1,3,16,12,182,118,48,36,15,11,6,4,1,5
3002,51,27,Virginia,Buchanan County,2010,24084,12309,11775,11647,11626,568,56,9,16,26,28,2,0,57,49,11700,11672,593,78,31,35,40,37,3,2,12256,11729,11602,11587,568,54,6,12,26,28,2,0,52,48,11650,11632,589,75,27,31,40,37,3,2,53,46,45,39,0,2,3,4,0,0,0,0,5,1,50,40,4,3,4,4,0,0,0,0
3021,51,27,Virginia,Buchanan County,2011,23824,12190,11634,11507,11470,577,56,9,19,29,37,2,0,66,52,11569,11519,605,80,37,41,42,46,3,2,12122,11587,11447,11431,577,54,6,14,29,37,2,0,61,51,11504,11479,600,77,34,36,42,46,3,2,68,47,60,39,0,2,3,5,0,0,0,0,5,1,65,40,5,3,3,5,0,0,0,0
3040,51,27,Virginia,Buchanan County,2012,23822,12180,11642,11462,11464,603,57,9,17,33,46,2,0,71,58,11528,11515,639,86,36,40,42,59,6,3,12104,11590,11395,11419,603,55,6,13,33,46,2,0,65,57,11455,11469,635,83,31,36,42,59,6,3,76,52,67,45,0,2,3,4,0,0,0,0,6,1,73,46,4,3,5,4,0,0,0,0
3059,51,27,Virginia,Buchanan County,2013,23625,12049,11576,11306,11362,623,74,8,20,35,52,2,0,75,68,11372,11422,657,106,40,52,52,62,7,3,11971,11519,11240,11314,619,70,5,16,35,52,2,0,70,67,11301,11373,649,101,36,48,52,62,7,3,78,57,66,48,4,4,3,4,0,0,0,0,5,1,71,49,8,5,4,4,0,0,0,0
3078,51,27,Virginia,Buchanan County,2014,23152,11793,11359,11085,11146,591,78,10,19,37,58,2,0,68,58,11149,11196,621,108,34,41,52,74,5,2,11712,11297,11017,11093,587,74,6,15,37,58,2,0,63,57,11076,11142,613,103,30,37,52,74,4,2,81,62,68,53,4,4,4,4,0,0,0,0,5,1,73,54,8,5,4,4,0,0,1,0
3097,51,27,Virginia,Buchanan County,2015,22752,11557,11195,10843,10967,593,91,11,19,35,58,2,0,73,60,10908,11022,630,117,50,46,42,72,2,1,11474,11130,10773,10912,589,86,7,15,35,58,2,0,68,59,10833,10966,622,111,45,42,42,72,2,1,83,65,70,55,4,5,4,4,0,0,0,0,5,1,75,56,8,6,5,4,0,0,0,0
3116,51,27,Virginia,Buchanan County,2016,22212,11312,10900,10565,10667,616,94,11,20,34,57,2,0,84,62,10644,10723,653,125,46,55,51,63,4,1,11229,10823,10495,10607,612,83,7,16,34,57,2,0,79,60,10569,10661,645,112,42,51,50,63,4,1,83,77,70,60,4,11,4,4,0,0,0,0,5,2,75,62,8,13,4,4,1,0,0,0
3135,51,27,Virginia,Buchanan County,2017,21604,10915,10689,10249,10444,532,107,9,20,37,56,2,0,86,62,10324,10498,577,137,43,50,58,64,4,4,10830,10603,10178,10380,528,91,5,16,37,56,2,0,80,60,10247,10432,567,120,39,46,58,63,4,4,85,86,71,64,4,16,4,4,0,0,0,0,6,2,77,66,10,17,4,4,0,1,0,0
3154,51,27,Virginia,Buchanan County,2018,21369,10812,10557,10116,10297,562,123,10,20,38,56,3,0,83,61,10192,10354,600,151,49,48,51,67,4,2,10727,10466,10045,10232,558,103,6,16,38,56,3,0,77,59,10115,10287,592,130,43,43,51,67,4,2,85,91,71,65,4,20,4,4,0,0,0,0,6,2,77,67,8,21,6,5,0,0,0,0
3173,51,27,Virginia,Buchanan County,2019,21004,10638,10366,9920,10093,578,132,12,20,39,54,3,0,86,67,9997,10152,617,162,48,53,59,66,7,2,10553,10264,9848,10021,574,108,8,16,39,54,3,0,81,65,9920,10078,609,136,44,49,58,66,7,2,85,102,72,72,4,24,4,4,0,0,0,0,5,2,77,74,8,26,4,4,1,0,0,0
