,County,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
1226,Fauquier County,0.098,-0.04,-0.054000000000000006,1.105,-0.025,-0.098,-0.098,-0.098,-0.098,2013
1227,Floyd County,0.245,-0.165,-0.16399999999999998,15.617,1.81,-0.245,-0.245,-0.245,-0.245,2013
1228,Fluvanna County,0.116,-0.004,-0.027000000000000003,0.44,-0.116,-0.116,-0.116,-0.116,-0.116,2013
1229,Franklin County,0.219,0.067,-0.09,0.34600000000000003,-0.133,0.297,-0.219,-0.219,-0.219,2013
1230,Frederick County,0.145,-0.056,-0.118,3.185,0.47,-0.145,-0.109,-0.145,-0.145,2013
1231,Giles County,0.3,0.022,-0.121,5.345,2.119,-0.3,-0.3,-0.3,-0.3,2013
1232,Gloucester County,0.073,0.008,-0.03,0.396,-0.073,-0.073,-0.073,-0.073,-0.073,2013
1233,Goochland County,0.102,0.042,-0.068,0.254,-0.102,-0.102,-0.102,-0.102,-0.102,2013
1234,Grayson County,0.145,0.024,-0.118,2.867,0.484,-0.145,-0.145,-0.145,-0.145,2013
1235,Greene County,0.122,-0.098,-0.099,2.104,0.696,-0.122,-0.122,-0.122,-0.122,2013
1236,Greensville County,0.325,0.18600000000000005,-0.047,0.066,-0.325,0.957,-0.325,-0.325,-0.325,2013
1237,Halifax County,0.232,0.08199999999999999,-0.116,0.315,-0.203,-0.232,-0.232,0.7879999999999999,-0.232,2013
1238,Hanover County,0.119,0.008,-0.054000000000000006,0.506,0.003,-0.119,-0.119,-0.119,-0.119,2013
1239,Henrico County,0.163,0.083,-0.05,0.207,-0.131,-0.163,-0.163,-0.139,-0.163,2013
1240,Henry County,0.35600000000000004,-0.065,-0.175,1.104,-0.16,-0.21600000000000005,-0.35600000000000004,0.343,-0.35600000000000004,2013
1241,Highland County,,,,,,,,,,2013
1242,Isle of Wight County,0.138,-0.005,-0.084,0.334,-0.07200000000000001,0.5710000000000001,-0.138,-0.138,-0.138,2013
1243,James City County,0.115,-0.054000000000000006,-0.101,1.009,0.045,-0.115,-0.115,-0.115,-0.115,2013
1244,King and Queen County,0.071,0.01,-0.071,0.259,-0.071,-0.071,-0.071,-0.071,-0.071,2013
1245,King George County,0.257,0.028,-0.078,0.55,-0.211,-0.257,-0.257,-0.257,-0.257,2013
1246,King William County,0.124,-0.092,0.002,0.6579999999999999,-0.124,-0.124,-0.124,-0.124,-0.124,2013
1247,Lancaster County,0.109,-0.053,-0.084,0.505,-0.109,-0.109,-0.109,-0.109,-0.109,2013
1248,Lee County,0.379,-0.27,-0.285,6.832999999999998,5.775,-0.379,-0.379,-0.379,-0.379,2013
1249,Loudoun County,0.03,0.019,-0.013,0.124,-0.008,-0.03,-0.03,-0.03,-0.03,2013
1250,Louisa County,0.191,-0.073,-0.096,0.8959999999999999,-0.059,0.038,-0.191,-0.191,-0.191,2013
1251,Lunenburg County,0.375,-0.206,-0.29600000000000004,0.964,-0.113,-0.375,-0.375,-0.375,-0.375,2013
1252,Madison County,0.061,-0.043,-0.044,0.563,0.272,-0.061,-0.061,-0.061,-0.061,2013
1253,Mathews County,0.124,0.008,-0.099,0.92,0.12,-0.124,-0.124,-0.124,-0.124,2013
1254,Mecklenburg County,0.272,0.005,-0.08199999999999999,0.4,-0.202,-0.272,-0.272,-0.272,-0.272,2013
1255,Middlesex County,0.18600000000000005,-0.067,-0.117,0.897,-0.078,-0.18600000000000005,-0.18600000000000005,-0.18600000000000005,-0.18600000000000005,2013
1256,Montgomery County,0.133,-0.064,-0.106,3.491,0.318,-0.133,-0.133,-0.042,-0.133,2013
1257,Nelson County,0.264,-0.118,-0.17,2.583,-0.264,-0.264,-0.264,-0.264,-0.264,2013
1258,New Kent County,0.128,-0.091,-0.04,0.74,-0.046,-0.128,-0.128,-0.128,-0.128,2013
1259,Northampton County,0.125,-0.043,-0.125,0.398,-0.042,-0.125,-0.125,-0.125,-0.125,2013
1260,Northumberland County,0.138,0.04,-0.138,0.34600000000000003,-0.015,-0.138,-0.138,-0.138,-0.138,2013
1261,Nottoway County,0.134,-0.049,-0.042,0.04,0.011,0.415,-0.134,1.789,-0.134,2013
1262,Orange County,0.162,0.021,-0.107,0.5720000000000001,-0.029,-0.037000000000000005,-0.162,-0.162,-0.162,2013
1263,Page County,0.135,-0.019,-0.049,2.99,0.334,-0.135,-0.135,-0.135,-0.135,2013
1264,Patrick County,0.225,-0.02,-0.096,1.801,-0.031,0.161,-0.225,-0.225,-0.225,2013
1265,Pittsylvania County,0.134,-0.002,-0.07200000000000001,0.396,-0.105,-0.015,-0.134,-0.134,-0.134,2013
1266,Powhatan County,0.095,-0.014,-0.061,0.421,-0.095,-0.095,-0.095,-0.095,-0.095,2013
1267,Prince Edward County,0.264,0.063,-0.08199999999999999,0.361,-0.238,-0.264,-0.264,-0.264,-0.264,2013
1268,Prince George County,0.054000000000000006,0.036000000000000004,-0.026,0.001,-0.033,-0.054000000000000006,-0.054000000000000006,-0.054000000000000006,-0.054000000000000006,2013
1269,Prince William County,0.06,0.039,-0.004,0.013,-0.056,-0.052000000000000005,-0.058,-0.06,-0.06,2013
1270,Pulaski County,0.365,0.001,-0.142,2.592,-0.005,0.017,-0.365,-0.365,-0.365,2013
1271,Rappahannock County,0.175,-0.087,-0.031,2.249,0.479,-0.175,-0.175,-0.175,-0.175,2013
1272,Richmond County,0.212,0.015,-0.108,0.121,0.109,-0.212,-0.212,-0.212,-0.212,2013
1273,Roanoke County,0.102,0.008,-0.035,0.624,0.009000000000000001,-0.102,-0.102,-0.029,-0.102,2013
1274,Rockbridge County,0.219,0.049,-0.098,2.069,0.108,-0.219,-0.219,-0.219,-0.219,2013
1275,Rockingham County,0.087,-0.018000000000000002,-0.039,2.186,0.38,-0.046,-0.087,-0.087,-0.087,2013
1276,Russell County,0.215,-0.08199999999999999,-0.13,17.85,2.878,-0.215,-0.215,-0.215,-0.215,2013
1277,Scott County,0.448,-0.009000000000000001,-0.269,26.434,10.078,-0.448,-0.448,-0.448,-0.448,2013
1278,Shenandoah County,0.122,-0.015,-0.08800000000000001,3.4560000000000004,0.129,0.153,-0.122,-0.122,-0.122,2013
1279,Smyth County,0.277,-0.017,-0.219,10.311,-0.277,0.638,-0.277,2.162,-0.277,2013
1280,Southampton County,0.147,-0.061,-0.11,0.331,-0.052000000000000005,-0.147,-0.147,-0.147,-0.147,2013
1281,Spotsylvania County,0.118,-0.026,-0.063,0.531,-0.029,-0.099,-0.118,-0.052000000000000005,-0.118,2013
1282,Stafford County,0.215,0.073,-0.042,0.134,-0.165,-0.201,-0.201,-0.215,-0.17600000000000002,2013
1283,Surry County,0.206,0.174,-0.14800000000000002,0.211,-0.206,-0.206,-0.206,-0.206,-0.206,2013
1284,Sussex County,0.212,0.171,-0.163,0.093,-0.212,-0.212,-0.212,-0.212,-0.212,2013
1285,Tazewell County,0.5589999999999999,-0.032,-0.314,7.479,0.937,-0.5589999999999999,-0.5589999999999999,-0.5589999999999999,-0.5589999999999999,2013
1286,Warren County,0.166,0.005,-0.081,1.504,0.161,-0.166,-0.166,-0.166,-0.166,2013
1287,Washington County,0.234,-0.2,-0.208,23.598000000000006,2.911,-0.234,-0.234,-0.234,-0.234,2013
1288,Westmoreland County,0.188,0.031,-0.107,0.384,-0.149,-0.034,-0.188,-0.188,-0.188,2013
1289,Wise County,0.487,-0.259,-0.34,5.078,6.5360000000000005,0.637,-0.487,-0.487,-0.487,2013
1290,Wythe County,0.256,-0.145,-0.235,11.027,0.946,0.309,-0.256,-0.256,-0.256,2013
1291,York County,0.048,-0.025,-0.04,0.451,-0.004,-0.048,-0.048,-0.048,-0.048,2013
1292,Alexandria city,0.017,0.003,-0.001,0.026,-0.017,-0.017,-0.017,0.005,-0.017,2013
1293,Bristol city,0.15,-0.069,-0.114,2.6860000000000004,0.319,-0.15,-0.15,-0.15,-0.15,2013
1294,Buena Vista city,0.466,0.101,-0.126,1.769,-0.466,-0.466,-0.466,-0.466,-0.466,2013
1295,Charlottesville city,0.162,-0.097,-0.125,1.068,-0.013,-0.162,-0.162,-0.162,-0.162,2013
1296,Chesapeake city,0.155,0.031,-0.067,0.246,-0.08900000000000001,-0.138,-0.155,-0.155,-0.155,2013
1297,Colonial Heights city,0.32,-0.019,-0.134,1.02,0.08,0.151,-0.32,-0.32,-0.32,2013
1298,Covington city,,,,,,,,,,2013
1299,Danville city,0.584,0.094,-0.325,0.8320000000000001,-0.43,-0.584,-0.584,0.17600000000000002,-0.584,2013
1300,Emporia city,,,,,,,,,,2013
1301,Fairfax city,,,,,,,,,,2013
1302,Falls Church city,0.015,-0.015,0.003,0.338,-0.015,-0.015,-0.015,-0.015,-0.015,2013
1303,Franklin city,0.4920000000000001,0.13,-0.322,0.642,-0.34700000000000003,-0.4920000000000001,-0.4920000000000001,2.633,-0.4920000000000001,2013
1304,Fredericksburg city,0.273,0.16399999999999998,-0.099,0.358,-0.273,-0.273,-0.273,-0.011,-0.273,2013
1305,Galax city,0.491,-0.009000000000000001,-0.401,4.994,0.386,-0.491,-0.491,2.634,-0.491,2013
1306,Hampton city,0.133,0.108,-0.028,0.07200000000000001,-0.103,-0.133,-0.133,-0.064,-0.133,2013
1307,Harrisonburg city,0.13,-0.066,-0.087,1.374,0.374,-0.13,-0.13,-0.039,-0.13,2013
1308,Hopewell city,0.438,-0.117,-0.237,0.988,-0.292,-0.438,-0.438,-0.438,-0.438,2013
1309,Lexington city,,,,,,,,,,2013
1310,Lynchburg city,0.21,0.054000000000000006,-0.084,0.35200000000000004,-0.145,-0.21,-0.21,-0.21,-0.21,2013
1311,Manassas city,0.134,0.081,-0.035,0.064,-0.134,-0.134,-0.134,-0.134,-0.134,2013
1312,Manassas Park city,,,,,,,,,,2013
1313,Martinsville city,,,,,,,,,,2013
1314,Newport News city,0.155,0.02,-0.059,0.231,-0.11,-0.129,-0.155,-0.155,-0.155,2013
1315,Norfolk city,0.197,0.032,-0.056,0.228,-0.139,-0.168,-0.197,-0.175,-0.197,2013
1316,Norton city,1.317,-0.455,-0.901,21.292,2.016,-1.317,-1.317,-1.317,-1.317,2013
1317,Petersburg city,0.6,2.218,0.465,-0.019,-0.5489999999999999,-0.459,-0.6,0.01,-0.6,2013
1318,Poquoson city,0.099,-0.046,-0.08199999999999999,10.838,1.54,-0.099,-0.099,-0.099,-0.099,2013
1319,Portsmouth city,0.38,0.488,0.047,-0.037000000000000005,-0.319,-0.328,-0.38,-0.38,-0.38,2013
1320,Radford city,0.421,0.146,-0.214,1.713,-0.3,-0.421,-0.421,-0.421,-0.421,2013
1321,Richmond city,0.211,0.173,0.02,0.059,-0.16399999999999998,-0.197,-0.211,-0.211,-0.211,2013
1322,Roanoke city,0.252,0.09,-0.086,0.258,-0.179,-0.22,-0.252,-0.095,-0.17,2013
1323,Salem city,0.245,-0.038,-0.152,2.219,0.392,-0.245,-0.245,0.157,-0.245,2013
1324,Staunton city,0.199,-0.013,-0.118,1.203,0.05,-0.199,-0.199,-0.199,-0.199,2013
1325,Suffolk city,0.202,0.033,-0.083,0.238,-0.116,-0.139,-0.202,-0.202,-0.202,2013
1326,Virginia Beach city,0.044,-0.0,-0.022,0.142,-0.018000000000000002,-0.032,-0.044,-0.044,-0.044,2013
1327,Waynesboro city,0.236,0.06,-0.118,0.462,-0.006,-0.236,-0.236,2.09,-0.236,2013
1328,Williamsburg city,0.014,0.005,-0.014,0.085,-0.014,-0.014,-0.014,-0.014,-0.014,2013
1329,Winchester city,0.315,-0.096,-0.237,2.36,0.285,-0.275,-0.265,-0.315,-0.315,2013
